TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TAB_X_VL_LIQUIDEZ_0;TAB_X_VL_LIQUIDEZ_30;TAB_X_VL_LIQUIDEZ_60;TAB_X_VL_LIQUIDEZ_90;TAB_X_VL_LIQUIDEZ_180;TAB_X_VL_LIQUIDEZ_360;TAB_X_VL_LIQUIDEZ_MAIOR_360
Classe;37.406.746/0001-00;ETL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.406.818/0001-19;ARTESANAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.436.930/0001-00;ROCKET PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.457.367/0001-49;POSITIVO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;886782.53;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.457.423/0001-45;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.484.183/0001-78;STEP-UP XIV FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.484.372/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS II;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.511.729/0001-32;FUEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.511.828/0001-14;MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.511.950/0001-90;FAST CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;540039.89;7058233.99;5803939.25;817612.80;389032.82;180021.09;1554994.32
Classe;37.529.228/0001-83;ACTIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.564.538/0001-39;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLAIMS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.608.746/0001-92;DT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.608.798/0001-69;OG CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.622.704/0001-06;ONE7 MAIS CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.645.459/0001-52;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA;2025-06-30;8398063.89;168871251.46;23505164.16;9525295.21;335047.65;14886.74;18167.72
Classe;37.654.045/0001-90;QUATÁ NX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;16494692.23;16192836.12;10410977.29;6156137.95;12669938.66;15385750.20;70130897.74
Classe;37.683.354/0001-98;MFD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.703.020/0001-39;VIOLIN 8432 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.720.020/0001-47;FIDC MILAS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.720.148/0001-00;VIOLIN 8432 (2) CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.720.328/0001-92;C3E CRÉDITOS JUDICIAIS FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.720.508/0001-74;PEREGRINE BRAZIL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.780.694/0001-37;SONAR PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1211410.97;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.910.672/0001-44;SANTOFORTE FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.970.369/0001-37;MHX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;37.980.187/0001-47;QUINTO ANDAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;6651319.66;6319319.53;5195804.30;10444810.91;4734128.44;0.00
Classe;38.001.854/0001-65;ALCANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.051.251/0001-78;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS SOLAR KOMPASS ENERGIA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.058.318/0001-04;DAYCOVAL CLASSIC ESTRUTURADO FIC DE FIDC DE RESPONSABILIDADE LIMITADA;2025-06-30;29292318.06;4598002.64;3507056.18;2275432.10;845139.72;0.00;0.00
Classe;38.075.044/0001-53;VCZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;1814672.47;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.082.159/0001-75;FACTA INSS CB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;9979815.12;9730143.85;9499405.24;27170193.46;49086538.76;200869197.04
Classe;38.137.056/0001-65;UNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.137.103/0001-70;TRACTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.137.153/0001-58;FIDC DE LOCAÇÃO DE VEÍCULOS KOVI I RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.168.015/0001-36;AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3539515.32;42250231.60;21814789.09;5599936.58;1342186.72;683938.84;384993.18
Classe;38.181.581/0001-88;CO-INVEST I BLACK BELT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1739381.71;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.221.267/0001-81;KP CP 35 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;12847401.14;153445854.25;454255706.73;454255706.73;454255706.73;454276754.92;454276754.92
Classe;38.226.673/0001-37;MENESTYS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.251.371/0001-19;G5 CRPR III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.267.680/0001-87;V051 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;2871411.63;16289592.45;23779287.11;23908409.53;23985896.71;24853967.00;24852975.26
Classe;38.284.301/0001-67;SAV NEXOOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;625181.20;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.305.947/0001-83;ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;302412.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.314.663/0001-53;EMUNAH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.314.763/0001-80;SOMA III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.315.039/0001-70;GYRA MAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS;2025-06-30;63276.94;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.315.067/0001-98;WAVE FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;325690.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.315.137/0001-08;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ESTRUTURADO ZIG;2025-06-30;151970.92;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.315.167/0001-14;AQUILA BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;1472936.16;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.315.192/0001-06;FIRMA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1379531.75;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.328.747/0001-46;JUSINVEST I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;163435.01;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.328.836/0001-92;ASAAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO  EM DIREITOS CREDITÓRIOS;2025-06-30;420770.33;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.376.526/0001-43;HOTFUND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDAD;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.385.876/0001-76;ESTRATÉGIA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.421.626/0001-44;CRONOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.440.284/0001-00;CANAL 75 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.447.838/0001-09;ARTEB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;8437.72;0.00;0.00;0.00;0.00;0.00;107264384.90
Classe;38.448.253/0001-03;FRAM CAPITAL BALTO FUNDO DE INVESTIMENTO E DIREITOS CREDITORIOS NAO - PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.455.405/0001-97;WELLESLEY II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.455.413/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - SIMPAR;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.455.434/0001-59;CAPITÂNIA CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.456.773/0001-50;RONEPAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.472.268/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RBR I;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.612.809/0001-47;GETNET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.658.727/0001-33;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.948.698/0001-44;G5 SPECIAL F SUB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;38.948.969/0001-61;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA RECEBÍVEIS IMOBILIÁRIOS;2025-06-30;2000.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.270.085/0001-63;PHD FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;18715.08;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.273.409/0001-17;MINKE FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.273.613/0001-38;VANGUARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.285.627/0001-71;GV LAGUNA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;28860276.61;98656480.31;0.00;0.00;0.00;0.00;0.00
Classe;39.338.006/0001-09;EQUIPMED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.375.599/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRAMONTINA I;2025-06-30;31661978.36;104081885.77;48572925.84;23536561.60;18569980.24;169787.80;14988.87
Classe;39.380.171/0001-29;STARTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.469.320/0001-20;VOLCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;23492.06;0.00;2283.00;0.00;0.00;0.00;18544458.49
Classe;39.591.404/0001-32;DENARIUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;385504.93;3778995.44;2802925.08;3206274.08;4176669.05;10217367.03;10395209.60
Classe;39.611.075/0001-44;AUGME VD  FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;1499786.08;0.00;0.00;0.00;2476815.31;190972.94;6088182.60
Classe;39.615.917/0001-36;PCS II CLAIMS FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.616.091/0001-20;TECNOMYL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.617.894/0001-07;CANAL 78 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2025-06-30;19344.09;90006.74;0.00;0.00;0.00;0.00;44942628.52
Classe;39.663.988/0001-04;SPARK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.664.088/0001-81;MS MULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;17143530.28;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.669.950/0001-49;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOMACRED BACH - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;7151829.90;8076150.79;7934952.22;23038150.22;42940485.39;263131149.49
Classe;39.680.495/0001-82;SOLAR VIALOC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.703.077/0001-63;QANTIC IONIQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.722.215/0001-51;FIRMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  PADRONIZADOS I;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.737.206/0001-34;QG DISTRESSED II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.769.038/0001-69;PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;12544673.43;71363313.05;47883370.16;18140464.00;15105347.42;8060541.32;16635187.74
Classe;39.769.157/0001-11;TUPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3367519.62;34960865.59;17553592.54;255659.22;0.00;0.00;2789954.93
Classe;39.769.235/0001-88;CUPERTINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.774.081/0001-12;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TETRA DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.794.865/0001-02;APTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.806.180/0001-39;BM INFRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE  INVESTIMENTO EM DIREITOS CREDITÓRIO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.806.561/0001-18;CETER FIC FIDC DE RESPONSABILIDADE ILIMITADA;2025-06-30;90572403.80;26362421.43;0.00;2319489.08;0.00;0.00;0.00
Classe;39.809.526/0001-52;FEGIK FOZ FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.819.737/0001-76;RISKNOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.851.520/0001-43;COINVEST FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;72.29;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.851.553/0001-93;COINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;3104301.43;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.857.521/0001-03;BLUE CRÉDITO IMOBILIÁRIO FIDC ABERTO DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.863.047/0001-14;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SETOR ELÉTRICO - INVESTIMENTO EM COTAS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.863.075/0001-31;FINANZA PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;39.883.874/0001-70;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS TRYBE VQV SSI - RESPONSABILIDADE LIMI;2025-06-30;0.00;305865.65;344051.54;0.00;1068254.74;1813571.09;84741292.51
Classe;39.979.072/0001-68;MILENIO BRAINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.054.294/0001-59;G5 FARM II F FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.054.639/0001-74;SALEM CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.054.735/0001-12;JCI II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.054.747/0001-47;JCI III - FIDC RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.054.828/0001-47;GAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.054.854/0001-75;SALEM II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.063.188/0001-31;ASA DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.101.938/0001-12;CENTRAL AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.132.398/0001-34;IC PRECATÓRIOS ESTADUAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;19272663.13
Classe;40.132.424/0001-24;SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;30128342.63
Classe;40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2025-06-30;0.00;2804422.74;2777826.99;2753764.24;8113388.24;15620034.94;158310710.29
Classe;40.187.050/0001-44;PIRASSUNUNGA FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.188.893/0001-65;BAVIERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.211.664/0001-14;CONDOBEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.211.675/0001-02;G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;1220847.02;1463334.39;1470837.96;1477080.08;1486063.08;1490558.19;116673306.58
Classe;40.211.693/0001-86;30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.226.165/0001-09;VAIL PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.226.175/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QRED PME - RESPONSABILIDADE LIMITADA;2025-06-30;1919395.35;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.265.630/0001-02;ANTECIPATECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.265.649/0001-59;BPD CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.319.383/0001-80;WONEBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2025-06-30;32816.15;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.365.916/0001-60;STARBOARD SPECIAL SITUATIONS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.365.928/0001-94;FARM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.365.950/0001-34;INSS CONSIGNADO (PDL) I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;40.365.962/0001-69;FINANCIAMENTO DE VEÍCULOS RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;0.00;0.00;0.00;0.00;0.00;0.00;0.00
